web-scraper-order,web-scraper-start-url,article_link,article_link-href,type habit,prix,adresse,image_link
"1739070459-161","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-1061864","Vêtements Enfants","8 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1061864_uploaded_image1_1571051920.44.png""); width: 426px;"
"1739070485-162","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-1061871","Vêtements Enfants","7 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1061871_uploaded_image1_1571051970.84.png""); width: 426px;"
"1739070511-163","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-1061876","Vêtements Enfants","7 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1061876_uploaded_image1_1571052006.69.png""); width: 426px;"
"1739070537-164","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-1061891","Vêtements Enfants","8 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1061891_uploaded_image1_1571052122.28.png""); width: 426px;"
"1739070563-165","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfant-1061895","Vêtements Enfants","8 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1061895_uploaded_image1_1571052162.4.png""); width: 426px;"
"1739070589-166","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1061900","Vêtements Enfants","8 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1061900_uploaded_image1_1571052225.61.png""); width: 426px;"
"1739070615-167","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-1061915","Vêtements Enfants","8 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1061915_uploaded_image1_1571052342.01.png""); width: 426px;"
"1739070641-168","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/haut-enfant-1061921","Vêtements Enfants","6 000 CFA","Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1061921_uploaded_image1_1571052396.32.png""); width: 426px;"
"1739070667-169","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1064667","Vêtements Enfants","15 000 CFA","M'bour, Sénégal","background-image: url(""https://images.coinafrique.com/1064667_uploaded_image2_1571103373.66.png""); width: 437px;"
"1739070693-170","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-1091229","Vêtements Enfants","5 000 CFA","Touba, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1091229_uploaded_image1_1571671997.99.png""); width: 369px;"
"1739070719-171","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1107993","Vêtements Enfants","Prix sur demande","HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1107993_uploaded_image2_1571960680.24.png""); width: 407px;"
"1739070745-172","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1108134","Vêtements Enfants","5 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1108134_uploaded_image2_1571966882.41.png""); width: 436px;"
"1739070771-173","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-et-accessoires-denfants-1114952","Vêtements Enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1114952_uploaded_image2_1572104976.18.png""); width: 407px;"
"1739070797-174","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-de-bain-1118621","Vêtements Enfants","7 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1118621_uploaded_image2_1572202440.39.png""); width: 586px;"
"1739070823-175","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-1120161","Vêtements Enfants","Prix sur demande","Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1120161_uploaded_image1_1572249640.19.png""); width: 576px;"
"1739070849-176","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-1121633","Vêtements Enfants","15 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1121633_uploaded_image2_1573928648.88.png""); width: 369px;"
"1739070875-177","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1144822","Vêtements Enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144822_uploaded_image1_1572699281.14.png""); width: 517px;"
"1739070901-178","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1144859","Vêtements Enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144859_uploaded_image1_1572699549.63.png""); width: 517px;"
"1739070927-179","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1144863","Vêtements Enfants","10 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144863_uploaded_image1_1572699593.81.png""); width: 517px;"
"1739070953-180","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-1144870","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144870_uploaded_image1_1572699678.95.png""); width: 517px;"
"1739070979-181","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1144872","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144872_uploaded_image1_1572699712.8.png""); width: 517px;"
"1739071005-182","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-1144880","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144880_uploaded_image1_1572699758.72.png""); width: 517px;"
"1739071031-183","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-1144890","Vêtements Enfants","10 000 CFA","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144890_uploaded_image1_1572699984.7.png""); width: 517px;"
"1739071057-184","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-1144898","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144898_uploaded_image1_1572700087.14.png""); width: 517px;"
"1739071083-185","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1144902","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144902_uploaded_image1_1572700139.58.png""); width: 517px;"
"1739071109-186","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1144927","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144927_uploaded_image1_1572700444.87.png""); width: 517px;"
"1739071135-187","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1144936","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1144936_uploaded_image1_1572700510.43.png""); width: 517px;"
"1739071161-188","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-1145031","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1145031_uploaded_image1_1572702198.09.png""); width: 517px;"
"1739071187-189","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habit-1145043","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1145043_uploaded_image1_1572702415.56.png""); width: 517px;"
"1739071213-190","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-1145048","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1145048_uploaded_image1_1572702516.61.png""); width: 517px;"
"1739071239-191","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-1145052","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1145052_uploaded_image1_1572702578.77.png""); width: 517px;"
"1739071265-192","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-1145063","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1145063_uploaded_image1_1572702832.34.png""); width: 517px;"
"1739071291-193","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robes-pour-enfants-1159823","Vêtements Enfants","10 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1159823_uploaded_image2_1572990841.8.png""); width: 574px;"
"1739071317-194","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1159944","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1159944_uploaded_image2_1572994079.0.png""); width: 402px;"
"1739071343-195","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-et-adultes-1164929","Vêtements Enfants","5 000 CFA","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1164929_uploaded_image1_1573080199.92.png""); width: 386px;"
"1739071369-196","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-1169730","Vêtements Enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1169730_uploaded_image2_1573162473.91.png""); width: 576px;"
"1739071395-197","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/pulls-pour-enfants-1169786","Vêtements Enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1169786_uploaded_image2_1573164546.93.png""); width: 576px;"
"1739071421-198","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/robes-filles-1174277","Vêtements Enfants","10 000 CFA","Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1174277_uploaded_image2_1573245424.6.png""); width: 572px;"
"1739071447-199","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfants-1181045","Vêtements Enfants","15 000 CFA","M'bour, Sénégal","background-image: url(""https://images.coinafrique.com/1181045_uploaded_image2_1573426145.97.png""); width: 437px;"
"1739071473-200","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-enfant-1204350","Vêtements Enfants","17 500 CFA","Guédiawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1204350_uploaded_image2_1573832160.18.png""); width: 369px;"
"1739071499-201","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1204362","Vêtements Enfants","15 000 CFA","Guédiawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1204362_uploaded_image2_1573832164.5.png""); width: 369px;"
"1739071525-202","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1207827","Vêtements Enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1207827_uploaded_image2_1573908754.49.png""); width: 369px;"
"1739071551-203","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1207842","Vêtements Enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1207842_uploaded_image2_1573908907.23.png""); width: 369px;"
"1739071603-204","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-1213509","Vêtements Enfants","Prix sur demande","Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213509_uploaded_image1_1574056903.27.png""); width: 517px;"
"1739071629-205","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/complet-enfants-1213516","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213516_uploaded_image1_1574057003.71.png""); width: 517px;"
"1739071655-206","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-1213519","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213519_uploaded_image1_1574057062.98.png""); width: 517px;"
"1739071681-207","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1213522","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213522_uploaded_image1_1574057111.07.png""); width: 517px;"
"1739071707-208","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1213525","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213525_uploaded_image1_1574057162.51.png""); width: 517px;"
"1739071733-209","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-jogging-1213530","Vêtements Enfants","Prix sur demande","Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213530_uploaded_image1_1574057207.9.png""); width: 517px;"
"1739071759-210","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-enfant-1213534","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213534_uploaded_image1_1574057252.48.png""); width: 517px;"
"1739071785-211","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-1213543","Vêtements Enfants","Prix sur demande","Hann Bel-Air, Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213543_uploaded_image1_1574057323.17.png""); width: 517px;"
"1739071811-212","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1213545","Vêtements Enfants","Prix sur demande","Hann Bel-Air, Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213545_uploaded_image1_1574057372.58.png""); width: 517px;"
"1739071837-213","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-enfants-1213548","Vêtements Enfants","Prix sur demande","Hann Bel-Air, Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213548_uploaded_image1_1574057447.53.png""); width: 517px;"
"1739071863-214","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/complet-enfant-1213553","Vêtements Enfants","Prix sur demande","Hann Bel-Air, Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213553_uploaded_image1_1574057521.73.png""); width: 517px;"
"1739071889-215","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-1213556","Vêtements Enfants","Prix sur demande","Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213556_uploaded_image1_1574057569.57.png""); width: 517px;"
"1739071915-216","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1213559","Vêtements Enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213559_uploaded_image1_1574057658.98.png""); width: 517px;"
"1739071941-217","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-1213563","Vêtements Enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1213563_uploaded_image1_1574057728.82.png""); width: 517px;"
"1739071967-218","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215944","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215944_uploaded_image1_1574083299.43.png""); width: 396px;"
"1739071993-219","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1215946","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215946_uploaded_image1_1574083335.25.png""); width: 396px;"
"1739072019-220","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215949","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215949_uploaded_image1_1574083366.59.png""); width: 396px;"
"1739072045-221","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215951","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215951_uploaded_image1_1574083394.37.png""); width: 396px;"
"1739072071-222","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215958","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215958_uploaded_image1_1574083471.83.png""); width: 396px;"
"1739072097-223","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215960","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215960_uploaded_image1_1574083499.93.png""); width: 396px;"
"1739072123-224","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215966","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215966_uploaded_image1_1574083540.02.png""); width: 396px;"
"1739072149-225","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215968","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215968_uploaded_image1_1574083569.04.png""); width: 396px;"
"1739072175-226","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215970","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215970_uploaded_image1_1574083608.55.png""); width: 396px;"
"1739072201-227","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-1215974","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215974_uploaded_image1_1574083642.04.png""); width: 396px;"
"1739072227-228","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215982","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215982_uploaded_image1_1574083746.53.png""); width: 396px;"
"1739072253-229","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215985","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1215985_uploaded_image1_1574083780.43.png""); width: 396px;"
"1739072279-230","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1228231","Vêtements Enfants","10 000 CFA","Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1228231_uploaded_image2_1574275865.56.png""); width: 369px;"
"1739072305-231","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-1240247","Vêtements Enfants","Prix sur demande","Thies Nord, Thiès, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1240247_uploaded_image3_1574475021.15.png""); width: 369px;"
"1739072331-232","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1252465","Vêtements Enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1252465_uploaded_image2_1574711610.43.png""); width: 523px;"
"1739072357-233","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1260760","Vêtements Enfants","Prix sur demande","Sénégal","background-image: url(""https://images.coinafrique.com/1260760_uploaded_image2_1574865071.26.png""); width: 407px;"
"1739072383-234","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1260767","Vêtements Enfants","Prix sur demande","Sénégal","background-image: url(""https://images.coinafrique.com/1260767_uploaded_image2_1574865155.33.png""); width: 407px;"
"1739072409-235","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1260781","Vêtements Enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1260781_uploaded_image2_1574865296.15.png""); width: 407px;"
"1739072435-236","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1265573","Vêtements Enfants","3 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1265573_uploaded_image2_1574947905.39.png""); width: 452px;"
"1739072461-237","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1265617","Vêtements Enfants","3 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1265617_uploaded_image2_1574948491.15.png""); width: 452px;"
"1739072487-238","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1273024","Vêtements Enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1273024_uploaded_image2_1575074612.82.png""); width: 576px;"
"1739072513-239","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1275582","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1275582_uploaded_image2_1575122531.77.png""); width: 423px;"
"1739072539-240","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfant-1277041","Vêtements Enfants","14 000 CFA","Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/1277041_uploaded_image2_1575227853.91.png""); width: 395px;"
"1739072565-241","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-0-a-5-ans-1282295","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1282295_uploaded_image2_1575281930.46.png""); width: 423px;"
"1739072591-242","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-0-a-5-ans-1282310","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1282310_uploaded_image2_1575282145.6.png""); width: 423px;"
"1739072617-243","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","favorite_border5années","https://sn.coinafrique.com/annonce/vetements-enfants/3-chaussettes-bebe-0-1-an-1283945","Vêtements Enfants","1 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_1283945_uploaded_image1_1575298312.76.png""); width: 642px;"
