web-scraper-order,web-scraper-start-url,article_ink,article_ink-href,type_chaussure,price ,adresse
"1739077241-419","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-all-star-2354936","Chaussures All Star","15 000 CFA","Chaussures Homme"
"1739077267-420","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2354988","Baskets Adidas","25 000 CFA","Chaussures Homme"
"1739077319-421","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-puma-2354990","Baskets Puma","20 000 CFA","Chaussures Homme"
"1739077345-422","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2355016","Baskets Nike","20 000 CFA","Chaussures Homme"
"1739077371-423","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2355023","Baskets Adidas","20 000 CFA","Chaussures Homme"
"1739077397-424","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2355481","Baskets Jordan","30 000 CFA","Chaussures Homme"
"1739077423-425","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2355485","Baskets Adidas","25 000 CFA","Chaussures Homme"
"1739077449-426","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2355487","Baskets Adidas","25 000 CFA","Chaussures Homme"
"1739077475-427","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2355492","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739077501-428","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-2355497","Chaussures Jordan","25 000 CFA","Chaussures Homme"
"1739077527-429","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2355501","Baskets Jordan One","25 000 CFA","Chaussures Homme"
"1739077554-430","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-2355505","Chaussures Jordan","30 000 CFA","Chaussures Homme"
"1739077580-431","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2355506","Baskets Adidas","25 000 CFA","Chaussures Homme"
"1739077606-432","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-730-2355511","Chaussures Nike 730","35 000 CFA","Chaussures Homme"
"1739077632-433","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-720-2355514","Baskets Nike 720","35 000 CFA","Chaussures Homme"
"1739077658-434","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2355520","Baskets Jordan One","25 000 CFA","Chaussures Homme"
"1739077684-435","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-2355524","Baskets Nike AF","25 000 CFA","Chaussures Homme"
"1739077710-436","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2355529","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739077736-437","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-720-2355537","Baskets Nike 720","30 000 CFA","Chaussures Homme"
"1739077762-438","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-2355540","Baskets Dior","25 000 CFA","Chaussures Homme"
"1739077788-439","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2355549","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739077814-440","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-yeezy-2355556","Chaussures Adidas Yeezy","20 000 CFA","Chaussures Homme"
"1739077840-441","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-puma-2355560","Baskets Puma","25 000 CFA","Chaussures Homme"
"1739077866-442","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-2355565","Chaussures Jordan","25 000 CFA","Chaussures Homme"
"1739077892-443","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2355571","Chaussures Timberland","25 000 CFA","Chaussures Homme"
"1739077918-444","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2355576","Chaussures Timberland","25 000 CFA","Chaussures Homme"
"1739077944-445","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asics-2355582","Baskets Asics","25 000 CFA","Chaussures Homme"
"1739077970-446","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-2355584","Chaussures Adidas","25 000 CFA","Chaussures Homme"
"1739077996-447","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-yeezy-2355590","Chaussures Adidas Yeezy","25 000 CFA","Chaussures Homme"
"1739078022-448","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2355595","Baskets Nike","25 000 CFA","Chaussures Homme"
"1739078048-449","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/tapettes-homme-2356168","Tapettes homme","Prix sur demande","Chaussures Homme"
"1739078074-450","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-nike-2356492","Sandales Nike","1 500 CFA","Chaussures Homme"
"1739078100-451","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-nike-2356499","Sandales Nike","1 500 CFA","Chaussures Homme"
"1739078126-452","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-one-2356824","Chaussures Jordan One","Prix sur demande","Chaussures Homme"
"1739078152-453","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/basket-nike-air-jordan-4-retro-2356829","Basket Nike Air Jordan 4 Retro","Prix sur demande","Chaussures Homme"
"1739078178-454","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-retro-4-jordan-2356833","Baskets Rétro 4 Jordan","Prix sur demande","Chaussures Homme"
"1739078204-455","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-jordan-retro-13-2356856","Baskets Nike Air Jordan Retro 13","Prix sur demande","Chaussures Homme"
"1739078230-456","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-reebok-2356935","Chaussures Reebok","12 000 CFA","Chaussures Homme"
"1739078256-457","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-nike-2357028","Sandales Nike","6 000 CFA","Chaussures Homme"
"1739078282-458","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-plastic-2357288","Chaussures Plastic","2 000 CFA","Chaussures Homme"
"1739078308-459","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-2357317","Chaussures de ville","25 000 CFA","Chaussures Homme"
"1739078334-460","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-2357320","Chaussures de ville","30 000 CFA","Chaussures Homme"
"1739078360-461","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-daim-2357465","Mocassins daim","15 000 CFA","Chaussures Homme"
"1739078386-462","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-2357471","Mocassins homme","22 000 CFA","Chaussures Homme"
"1739078412-463","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-2357534","Baskets Nike AF","25 000 CFA","Chaussures Homme"
"1739078438-464","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2357536","Baskets Adidas","25 000 CFA","Chaussures Homme"
"1739078464-465","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-mc-queen-2357538","Chaussures Mc queen","22 500 CFA","Chaussures Homme"
"1739078490-466","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2357539","Baskets Nike 270","20 000 CFA","Chaussures Homme"
"1739078516-467","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-2357541","Baskets","20 000 CFA","Chaussures Homme"
"1739078542-468","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-2357544","Baskets Nike AF","20 000 CFA","Chaussures Homme"
"1739078568-469","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-mc-queen-2357547","Chaussures Mc Queen","20 000 CFA","Chaussures Homme"
"1739078594-470","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2357562","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739078621-471","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-vans-2357564","Chaussures Vans","15 000 CFA","Chaussures Homme"
"1739078647-472","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2357573","Baskets Jordan One","35 000 CFA","Chaussures Homme"
"1739078673-473","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2357709","Baskets Adidas","17 000 CFA","Chaussures Homme"
"1739078699-474","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/basket-adidas-2357715","Basket Adidas","17 000 CFA","Chaussures Homme"
"1739078725-475","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2357722","Baskets Jordan One","30 000 CFA","Chaussures Homme"
"1739078751-476","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-one-2357731","Baskets Nike Air Force One","20 000 CFA","Chaussures Homme"
"1739078777-477","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2357754","Baskets Jordan One","27 000 CFA","Chaussures Homme"
"1739078803-478","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2357762","Baskets Nike","25 000 CFA","Chaussures Homme"
"1739078829-479","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2357775","Baskets Nike 270","15 000 CFA","Chaussures Homme"
"1739078855-480","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-2357792","Baskets Nike Air","25 000 CFA","Chaussures Homme"
"1739078881-481","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-2357798","Baskets Nike Air","25 000 CFA","Chaussures Homme"
"1739078907-482","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2357862","Sandales homme","6 000 CFA","Chaussures Homme"
"1739078933-483","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2358130","Chaussures Sebago","11 000 CFA","Chaussures Homme"
"1739078959-484","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2358134","Chaussures Sebago","11 000 CFA","Chaussures Homme"
"1739078985-485","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2358137","Chaussures Sebago","11 000 CFA","Chaussures Homme"
"1739079011-486","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2358151","Chaussures Sebago","10 000 CFA","Chaussures Homme"
"1739079037-487","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-sebago-2358161","Mocassins Sebago","10 000 CFA","Chaussures Homme"
"1739079063-488","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2358165","Chaussures homme","20 000 CFA","Chaussures Homme"
"1739079089-489","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2358169","Chaussures","20 000 CFA","Chaussures Homme"
"1739079115-490","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2358173","Chaussures","20 000 CFA","Chaussures Homme"
"1739079141-491","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2358174","Chaussures","Prix sur demande","Chaussures Homme"
"1739079167-492","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2358176","Chaussures","Prix sur demande","Chaussures Homme"
"1739079193-493","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2358178","Chaussures","Prix sur demande","Chaussures Homme"
"1739079219-494","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2358565","Chaussures homme","3 000 CFA","Chaussures Homme"
"1739079245-495","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2358573","Sandales  homme","5 000 CFA","Chaussures Homme"
"1739079271-496","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-puma-2359575","Baskets Puma","20 000 CFA","Chaussures Homme"
"1739079297-497","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-2359581","Baskets Nike AF","22 000 CFA","Chaussures Homme"
"1739079323-498","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-puma-2359582","Chaussures Puma","20 000 CFA","Chaussures Homme"
"1739079349-499","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2359585","Baskets Adidas","20 000 CFA","Chaussures Homme"
"1739079375-500","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-all-star-2359587","Baskets All star","18 000 CFA","Chaussures Homme"
"1739079401-501","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-2360268","Baskets Nike TN","22 500 CFA","Chaussures Homme"
"1739079427-502","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-huarech-2360947","Chaussures Huarech","15 000 CFA","Chaussures Homme"
"1739079453-503","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-2361065","Chaussures Wallabies","25 000 CFA","Chaussures Homme"
"1739079479-504","https://sn.coinafrique.com/categorie/chaussures-homme?page=114","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-one-2361439","Baskets Nike Air Force One","20 000 CFA","Chaussures Homme"
"1739079531-505","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-1-2361440","Baskets Nike AF 1","22 000 CFA","Chaussures Homme"
"1739079557-506","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2361445","Baskets Nike 270","20 000 CFA","Chaussures Homme"
"1739079583-507","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-2361449","Baskets Nike tn","22 500 CFA","Chaussures Homme"
"1739079609-508","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-2361454","Baskets Nike Air Force","20 000 CFA","Chaussures Homme"
"1739079635-509","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-yeezy-2361464","Baskets Adidas Yeezy","22 500 CFA","Chaussures Homme"
"1739079661-510","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2361468","Chaussures homme","50 000 CFA","Chaussures Homme"
"1739079687-511","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2361472","Baskets Nike","23 000 CFA","Chaussures Homme"
"1739079713-512","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-2361476","Baskets Nike Air Force","23 500 CFA","Chaussures Homme"
"1739079739-513","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-shox-2361480","Chaussures Nike shox","20 000 CFA","Chaussures Homme"
"1739079765-514","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-shox-2361483","Baskets Nike Shox","20 000 CFA","Chaussures Homme"
"1739079791-515","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-2361486","Baskets Nike Air Force","20 000 CFA","Chaussures Homme"
"1739079817-516","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-yeezy-2361494","Baskets Adidas Yeezy","20 000 CFA","Chaussures Homme"
"1739079843-517","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-reebok-2361522","Chaussures Reebok","15 000 CFA","Chaussures Homme"
"1739079869-518","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-2361714","Mocassins homme","Prix sur demande","Chaussures Homme"
"1739079895-519","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2361881","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739079921-520","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2361884","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739079947-521","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2361931","Baskets Jordan","30 000 CFA","Chaussures Homme"
"1739079973-522","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2361939","Baskets Jordan One","25 000 CFA","Chaussures Homme"
"1739079999-523","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-crazy-one-2361941","Baskets Adidas Crazy One","30 000 CFA","Chaussures Homme"
"1739080025-524","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2361945","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739080051-525","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-yeezy-2361951","Baskets Adidas Yeezy","20 000 CFA","Chaussures Homme"
"1739080077-526","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-yeezy-2361953","Baskets Adidas Yeezy","20 000 CFA","Chaussures Homme"
"1739080103-527","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2361956","Baskets Nike","22 500 CFA","Chaussures Homme"
"1739080129-528","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-nike-2361977","Baskets Air Nike","20 000 CFA","Chaussures Homme"
"1739080155-529","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-cuir-2361983","Chaussures Wallabies cuir","25 000 CFA","Chaussures Homme"
"1739080181-530","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-zoom-2361986","Baskets Nike Zoom","20 000 CFA","Chaussures Homme"
"1739080207-531","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2361988","Baskets Adidas","25 000 CFA","Chaussures Homme"
"1739080233-532","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-topanga-2361992","Chaussures Adidas Topanga","20 000 CFA","Chaussures Homme"
"1739080259-533","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-zoom-2362006","Baskets Nike Zoom","20 000 CFA","Chaussures Homme"
"1739080285-534","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-daim-2362010","Mocassins daim","15 000 CFA","Chaussures Homme"
"1739080311-535","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-zoom-2362011","Baskets Nike Zoom","15 000 CFA","Chaussures Homme"
"1739080337-536","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-puma-2362014","Baskets Puma","20 000 CFA","Chaussures Homme"
"1739080363-537","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-tout-terrain-2362022","Baskets tout-terrain","15 000 CFA","Chaussures Homme"
"1739080389-538","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-lebron-james-2362031","Baskets LeBron James","20 000 CFA","Chaussures Homme"
"1739080415-539","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-lebron-james-2362034","Baskets LeBron James","20 000 CFA","Chaussures Homme"
"1739080441-540","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-720-2362114","Baskets Nike 720","35 000 CFA","Chaussures Homme"
"1739080467-541","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-nike-2362121","Baskets Air Nike","22 000 CFA","Chaussures Homme"
"1739080493-542","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-2362192","Baskets Nike TN","22 500 CFA","Chaussures Homme"
"1739080519-543","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-gazelle-2362203","Baskets Adidas Gazelle","25 000 CFA","Chaussures Homme"
