web-scraper-order,web-scraper-start-url,article_ink,article_ink-href,type_chaussure,price ,adresse
"1739073965-294","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-2346519","Chaussures Adidas","23 500 CFA","Chaussures Homme"
"1739073991-295","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-2346522","Chaussures Adidas","20 000 CFA","Chaussures Homme"
"1739074017-296","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-puma-2346528","Chaussures Puma","18 000 CFA","Chaussures Homme"
"1739074043-297","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2346531","Chaussures homme","18 000 CFA","Chaussures Homme"
"1739074069-298","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-270-o-2346674","Chaussures Nike 270 o","17 000 CFA","Chaussures Homme"
"1739074095-299","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-puma-2346741","Chaussures Puma","17 000 CFA","Chaussures Homme"
"1739074121-300","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-tecno-2346747","Chaussures Nike Tecno","25 000 CFA","Chaussures Homme"
"1739074147-301","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-all-star-2347246","Baskets All Star","18 000 CFA","Chaussures Homme"
"1739074173-302","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-2347278","Mocassins homme","22 000 CFA","Chaussures Homme"
"1739074199-303","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-2347282","Mocassins homme","22 000 CFA","Chaussures Homme"
"1739074225-304","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-2347286","Mocassins  homme","15 000 CFA","Chaussures Homme"
"1739074251-305","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2347346","Chaussures homme","5 000 CFA","Chaussures Homme"
"1739074277-306","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-one-dior-2347571","Baskets Air force One Dior","Prix sur demande","Chaussures Homme"
"1739074303-307","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2349263","Baskets Jordan One","25 000 CFA","Chaussures Homme"
"1739074329-308","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2349268","Baskets Nike","22 000 CFA","Chaussures Homme"
"1739074355-309","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-nike-270-2349274","Chaussure Nike 270","20 000 CFA","Chaussures Homme"
"1739074381-310","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-jordan-2349280","Chaussure Jordan","25 000 CFA","Chaussures Homme"
"1739074407-311","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2349284","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739074433-312","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2349294","Baskets Nike","22 500 CFA","Chaussures Homme"
"1739074459-313","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-dior-2349297","Chaussure Dior","45 000 CFA","Chaussures Homme"
"1739074485-314","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-adidas-rom-2349298","Chaussure Adidas rom","22 500 CFA","Chaussures Homme"
"1739074511-315","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-nike-2349308","Chaussure Nike","22 500 CFA","Chaussures Homme"
"1739074537-316","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/stan-smith-2349310","Stan Smith","15 000 CFA","Chaussures Homme"
"1739074563-317","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-2349315","Baskets Nike AF","22 500 CFA","Chaussures Homme"
"1739074589-318","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-nike-2349338","Chaussure Nike","30 000 CFA","Chaussures Homme"
"1739074615-319","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-yeezy-2349342","Baskets Adidas Yeezy","25 000 CFA","Chaussures Homme"
"1739074641-320","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-nike-af-1-2349350","Chaussure Nike AF 1","25 000 CFA","Chaussures Homme"
"1739074667-321","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-timberland-2349603","Chaussure Timberland","25 000 CFA","Chaussures Homme"
"1739074693-322","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-timberland-2349689","Chaussure Timberland","25 000 CFA","Chaussures Homme"
"1739074719-323","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2349695","Chaussures Timberland","25 000 CFA","Chaussures Homme"
"1739074745-324","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-adidas-2349721","Chaussure Adidas","25 000 CFA","Chaussures Homme"
"1739074771-325","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2349729","Baskets Jordan One","60 000 CFA","Chaussures Homme"
"1739074797-326","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-jordan-2349733","Chaussure Jordan","30 000 CFA","Chaussures Homme"
"1739074823-327","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2349738","Baskets Jordan","30 000 CFA","Chaussures Homme"
"1739074849-328","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-puma-2349759","Chaussure Puma","25 000 CFA","Chaussures Homme"
"1739074875-329","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-jordan-2349763","Chaussure Jordan","25 000 CFA","Chaussures Homme"
"1739074901-330","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-vans-2349765","Chaussures Vans","9 000 CFA","Chaussures Homme"
"1739074927-331","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2349769","Chaussures Timberland","30 000 CFA","Chaussures Homme"
"1739074953-332","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2349793","Baskets Adidas","25 000 CFA","Chaussures Homme"
"1739074979-333","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-wallabies-2349915","Chaussure Wallabies","20 000 CFA","Chaussures Homme"
"1739075005-334","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/wallabies-daim-2349920","Wallabies daim","20 000 CFA","Chaussures Homme"
"1739075031-335","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2350944","Chaussures homme","15 000 CFA","Chaussures Homme"
"1739075057-336","https://sn.coinafrique.com/categorie/chaussures-homme?page=116","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louboutin-2351031","Chaussures Louboutin","35 000 CFA","Chaussures Homme"
"1739075109-337","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louboutin-2351050","Chaussures Louboutin","35 000 CFA","Chaussures Homme"
"1739075135-338","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-mixtes-2351638","Baskets mixtes","15 000 CFA","Chaussures Homme"
"1739075161-339","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/adidas-samba-2351943","Adidas Samba","20 000 CFA","Chaussures Homme"
"1739075187-340","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-shox-2352219","Chaussures Nike Shox","25 000 CFA","Chaussures Homme"
"1739075213-341","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louboutin-2352235","Chaussures Louboutin","35 000 CFA","Chaussures Homme"
"1739075239-342","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-95-2352238","Chaussures Nike 95","22 500 CFA","Chaussures Homme"
"1739075265-343","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/air-max-2352247","Air max","25 000 CFA","Chaussures Homme"
"1739075291-344","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-one-2352248","Chaussures Jordan One","25 000 CFA","Chaussures Homme"
"1739075317-345","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-af-2352252","Chaussures Nike AF","25 000 CFA","Chaussures Homme"
"1739075343-346","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2352255","Baskets Adidas","25 000 CFA","Chaussures Homme"
"1739075369-347","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-reebok-2352260","Chaussures Reebok","18 000 CFA","Chaussures Homme"
"1739075395-348","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-af-2352265","Chaussures Nike AF","15 000 CFA","Chaussures Homme"
"1739075421-349","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-puma-2352270","Baskets Puma","25 000 CFA","Chaussures Homme"
"1739075447-350","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2352273","Baskets Nike","20 000 CFA","Chaussures Homme"
"1739075473-351","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-topanga-2352278","Chaussures Adidas Topanga","20 000 CFA","Chaussures Homme"
"1739075499-352","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-stan-smith-2352279","Chaussures Stan Smith","15 000 CFA","Chaussures Homme"
"1739075525-353","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/nike-shoxx-2352282","Nike shoxx","25 000 CFA","Chaussures Homme"
"1739075551-354","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/boots-2352679","Boots","30 000 CFA","Chaussures Homme"
"1739075577-355","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/boots-en-daim-2352681","Boots en daim","25 000 CFA","Chaussures Homme"
"1739075603-356","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-2352739","Chaussures Jordan","25 000 CFA","Chaussures Homme"
"1739075629-357","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-zoom-x-2352742","Chaussures Nike Zoom X","20 000 CFA","Chaussures Homme"
"1739075655-358","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-under-2352749","Chaussures Nike Under","25 000 CFA","Chaussures Homme"
"1739075681-359","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-under-amour-2352764","Baskets Nike under amour","25 000 CFA","Chaussures Homme"
"1739075707-360","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-one-2352772","Baskets Jordan One","35 000 CFA","Chaussures Homme"
"1739075733-361","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-lebron-james-2352774","Baskets LeBron James","25 000 CFA","Chaussures Homme"
"1739075759-362","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-lebron-james-2352777","Baskets LeBron James","25 000 CFA","Chaussures Homme"
"1739075785-363","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2352780","Baskets Jordan","30 000 CFA","Chaussures Homme"
"1739075811-364","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-2352783","Baskets Nike Air","22 500 CFA","Chaussures Homme"
"1739075837-365","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-samba-2352786","Baskets Adidas Samba","18 000 CFA","Chaussures Homme"
"1739075863-366","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-samba-2352788","Chaussures Adidas samba","20 000 CFA","Chaussures Homme"
"1739075889-367","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2352791","Baskets Nike","25 000 CFA","Chaussures Homme"
"1739075915-368","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-puma-2352794","Baskets Puma","22 500 CFA","Chaussures Homme"
"1739075941-369","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-2352795","Baskets Nike Af","25 000 CFA","Chaussures Homme"
"1739075967-370","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-vapor-2352798","Chaussures Nike vapor","20 000 CFA","Chaussures Homme"
"1739075993-371","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-2352799","Baskets Nike AF","20 000 CFA","Chaussures Homme"
"1739076019-372","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-shoxx-2352802","Baskets Nike shoxx","25 000 CFA","Chaussures Homme"
"1739076045-373","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-shoxx-2352816","Baskets Nike shoxx","25 000 CFA","Chaussures Homme"
"1739076071-374","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-shox-2352821","Baskets Nike Shox","25 000 CFA","Chaussures Homme"
"1739076097-375","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2352831","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739076123-376","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2352918","Chaussures Timberland","25 000 CFA","Chaussures Homme"
"1739076149-377","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-fendi-2352921","Chaussures Fendi","30 000 CFA","Chaussures Homme"
"1739076175-378","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2352924","Chaussures Timberland","25 000 CFA","Chaussures Homme"
"1739076201-379","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2352930","Chaussures Timberland","25 000 CFA","Chaussures Homme"
"1739076227-380","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2352988","Baskets Nike 270","25 000 CFA","Chaussures Homme"
"1739076253-381","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2352993","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739076279-382","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2352998","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739076305-383","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2353000","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739076331-384","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2353002","Baskets Jordan","30 000 CFA","Chaussures Homme"
"1739076357-385","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-jordan-2353004","Chaussures Jordan","25 000 CFA","Chaussures Homme"
"1739076383-386","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2353009","Baskets Jordan","30 000 CFA","Chaussures Homme"
"1739076409-387","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-crazy-one-2353012","Chaussures Adidas crazy one","25 000 CFA","Chaussures Homme"
"1739076435-388","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-yeezy-2353015","Chaussures Adidas Yeezy","18 000 CFA","Chaussures Homme"
"1739076461-389","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-yeezy-2353017","Chaussures Adidas yeezy","20 000 CFA","Chaussures Homme"
"1739076487-390","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2353023","Baskets Nike","25 000 CFA","Chaussures Homme"
"1739076513-391","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-daim-2353033","Chaussures Daim","25 000 CFA","Chaussures Homme"
"1739076539-392","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-2353037","Chaussures de ville","30 000 CFA","Chaussures Homme"
"1739076565-393","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-montantes-2353039","Chaussures montantes","30 000 CFA","Chaussures Homme"
"1739076591-394","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-weston-2353042","Chaussures Weston","25 000 CFA","Chaussures Homme"
"1739076617-395","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-boots-2353043","Chaussures Boots","25 000 CFA","Chaussures Homme"
"1739076643-396","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-2353135","Chaussures Adidas","25 000 CFA","Chaussures Homme"
"1739076669-397","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-2353137","Chaussures Wallabies","25 000 CFA","Chaussures Homme"
"1739076695-398","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2353140","Chaussures Nike","22 500 CFA","Chaussures Homme"
"1739076721-399","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-zoom-2353144","Chaussures Nike zoom","15 000 CFA","Chaussures Homme"
"1739076747-400","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-puma-2353147","Chaussures Puma","18 000 CFA","Chaussures Homme"
"1739076773-401","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-topanga-2353150","Chaussures Adidas Topanga","20 000 CFA","Chaussures Homme"
"1739076799-402","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-2353151","Chaussures Adidas","18 000 CFA","Chaussures Homme"
"1739076825-403","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-one-nike-2353479","Baskets Air force One Nike","Prix sur demande","Chaussures Homme"
"1739076851-404","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-yeezy-500-pour-femme-2353493","Baskets Yeezy 500 pour femme","Prix sur demande","Chaussures Homme"
"1739076877-405","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-6-jeans-2353511","Baskets Jordan 6 Jeans","Prix sur demande","Chaussures Homme"
"1739076903-406","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2353550","Baskets Adidas","Prix sur demande","Chaussures Homme"
"1739076929-407","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2353557","Chaussures homme","5 000 CFA","Chaussures Homme"
"1739076955-408","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2353567","Chaussures","20 000 CFA","Chaussures Homme"
"1739076981-409","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2353569","Chaussures homme","20 000 CFA","Chaussures Homme"
"1739077007-410","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2353571","Chaussures homme","20 000 CFA","Chaussures Homme"
"1739077033-411","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-retro-4-2353599","Baskets Jordan Rétro 4","Prix sur demande","Chaussures Homme"
"1739077059-412","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-all-star-converse-2353603","Chaussures All Star Converse","Prix sur demande","Chaussures Homme"
"1739077085-413","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-2354906","Sandales","7 000 CFA","Chaussures Homme"
"1739077111-414","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-2354919","Chaussures de ville","25 000 CFA","Chaussures Homme"
"1739077137-415","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-2354921","Chaussures de ville","25 000 CFA","Chaussures Homme"
"1739077163-416","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2354931","Chaussures Nike","20 000 CFA","Chaussures Homme"
"1739077189-417","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2354934","Chaussures Sebago","15 000 CFA","Chaussures Homme"
"1739077215-418","https://sn.coinafrique.com/categorie/chaussures-homme?page=115","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2354935","Chaussures Sebago","15 000 CFA","Chaussures Homme"
